record_id,record_origin,doi,title,abstract,journal,year,first_author,last_author,corresponding_author,oa_url,source_license,provenance_type,sentence,variable,value_mAh_g,capacity_type,capacity_qualifier,cycle_context,cycle_n,canonical_material_id,material_family,material,modifier,morphology_descriptors,c_rate,c_rate_basis_value,c_rate_basis_unit,voltage_window_lower_V,voltage_window_upper_V,voltage_reference,voltage_upper_vs_Li_V,cell_type,cell_type_as_reported,counter_electrode,operating_temperature_C,operating_temperature_raw,electrolyte,electrolyte_molarity_M,electrolyte_solvent,electrolyte_additive,electrolyte_composition_raw,binder,binder_wt_pct,electrode_conductive_additive,conductive_additive_wt_pct,active_material_wt_pct,electrode_ratio_raw,electrode_solvent,current_collector,mass_loading_raw,mass_loading_mg_cm2_est,mass_loading_is_range,synthesis_method
nmc-1933,v2,10.3389/fchem.2019.00555,Flexible Li[Li0.2Ni0.13Co0.13Mn0.54]O2/Carbon Nanotubes/Nanofibrillated Celluloses Composite Electrode for High-Performance Lithium-Ion Battery,"Rapidly-growing demand for wearable and flexible devices is boosting the development of flexible lithium ion batteries (LIBs). The exploitation of flexible electrodes with high mechanical properties and superior electrochemical performances has been a key challenge for the rapid practical application of flexible LIBs. Herein, a flexible composite electrode was prepared from the mixed solutions of Li[Li0.2Ni0.13Co0.13Mn0.54]O2 (LLOs), carbon nanotubes(CNTs), and nanofibrillated celluloses (NFCs) via a vacuum filtration method. The resulting LLOs/CNTs/NFCs electrode delivers an initial discharge capacity of 253 mAh g-1 at 0.1 C in the voltage range from 2.0 to 4.6 V, and retains a reversible capacity of 178 mAh g-1 with 83% capacity retention after 100 cycles at 1 C. The LLOs/CNTs/NFCs electrode exhibits excellent flexibility along with repeated bending in the bending test. The LLOs/CNTs/NFCs electrode after bending test remains a discharge capacity of 149 mAh g-1 after 100 cycles at 1 C, and the corresponding capacity retentions is 76%. The excellent electrochemical performance and high flexibility can be ascribed to the framework formed by CNTs with high conductivity and NFCs with good mechanical properties. The results imply that the as-fabricated electrode can be a promising candidate for the flexible LIBs.",Frontiers in Chemistry,2019,"Li, Y. et al.",Renheng Wang,Renheng Wang,https://www.frontiersin.org/articles/10.3389/fchem.2019.00555/pdf,cc-by-4.0,sentence,"When the current density was 2 C, the discharge capacity of the traditional LLOs electrode and the LLOs/CNTs/NFCs electrode were 157 and 168 mAh g-1, respectively.",specific_capacity,168,discharge,none,not_reported,,Li(Li0.2Ni0.13Co0.13Mn0.54)O2,LRLO,LLOs/CNTs/NFCs electrode,CNTs/NFCs,polycrystalline,2,,not_reported,2,4.6,not_reported,,half cell,not_reported,Li metal,,not_reported,LiPF6,1,EC/DMC/EMC (1:1:1 by volume),not_reported,1 M LiPF6 in EC/DMC/EMC (1:1:1 by volume),NFCs,,CNT,,80,8:1:1,ethanol,not_reported,not_reported,,,solid state reaction
nmc-1934,v2,10.3389/fchem.2019.00555,Flexible Li[Li0.2Ni0.13Co0.13Mn0.54]O2/Carbon Nanotubes/Nanofibrillated Celluloses Composite Electrode for High-Performance Lithium-Ion Battery,"Rapidly-growing demand for wearable and flexible devices is boosting the development of flexible lithium ion batteries (LIBs). The exploitation of flexible electrodes with high mechanical properties and superior electrochemical performances has been a key challenge for the rapid practical application of flexible LIBs. Herein, a flexible composite electrode was prepared from the mixed solutions of Li[Li0.2Ni0.13Co0.13Mn0.54]O2 (LLOs), carbon nanotubes(CNTs), and nanofibrillated celluloses (NFCs) via a vacuum filtration method. The resulting LLOs/CNTs/NFCs electrode delivers an initial discharge capacity of 253 mAh g-1 at 0.1 C in the voltage range from 2.0 to 4.6 V, and retains a reversible capacity of 178 mAh g-1 with 83% capacity retention after 100 cycles at 1 C. The LLOs/CNTs/NFCs electrode exhibits excellent flexibility along with repeated bending in the bending test. The LLOs/CNTs/NFCs electrode after bending test remains a discharge capacity of 149 mAh g-1 after 100 cycles at 1 C, and the corresponding capacity retentions is 76%. The excellent electrochemical performance and high flexibility can be ascribed to the framework formed by CNTs with high conductivity and NFCs with good mechanical properties. The results imply that the as-fabricated electrode can be a promising candidate for the flexible LIBs.",Frontiers in Chemistry,2019,"Li, Y. et al.",Renheng Wang,Renheng Wang,https://www.frontiersin.org/articles/10.3389/fchem.2019.00555/pdf,cc-by-4.0,sentence,"The incipient discharge capacity of the flexible electrode after 50 times bending was 231 mAh g-1, and the capacity retention rate was 91% after bending for 50 times.",specific_capacity,231,discharge,initial,first_cycle,1,Li(Li0.2Ni0.13Co0.13Mn0.54)O2,LRLO,LLOs/CNTs/NFCs electrode,CNTs/NFCs; bent 50 times,polycrystalline,0.1,,not_reported,2,4.6,not_reported,,half cell,not_reported,Li metal,,not_reported,LiPF6,1,EC/DMC/EMC (1:1:1 by volume),not_reported,1 M LiPF6 in EC/DMC/EMC (1:1:1 by volume),NFCs,,CNT,,80,8:1:1,ethanol,not_reported,not_reported,,,solid state reaction
nmc-1935,v2,10.3389/fchem.2019.00555,Flexible Li[Li0.2Ni0.13Co0.13Mn0.54]O2/Carbon Nanotubes/Nanofibrillated Celluloses Composite Electrode for High-Performance Lithium-Ion Battery,"Rapidly-growing demand for wearable and flexible devices is boosting the development of flexible lithium ion batteries (LIBs). The exploitation of flexible electrodes with high mechanical properties and superior electrochemical performances has been a key challenge for the rapid practical application of flexible LIBs. Herein, a flexible composite electrode was prepared from the mixed solutions of Li[Li0.2Ni0.13Co0.13Mn0.54]O2 (LLOs), carbon nanotubes(CNTs), and nanofibrillated celluloses (NFCs) via a vacuum filtration method. The resulting LLOs/CNTs/NFCs electrode delivers an initial discharge capacity of 253 mAh g-1 at 0.1 C in the voltage range from 2.0 to 4.6 V, and retains a reversible capacity of 178 mAh g-1 with 83% capacity retention after 100 cycles at 1 C. The LLOs/CNTs/NFCs electrode exhibits excellent flexibility along with repeated bending in the bending test. The LLOs/CNTs/NFCs electrode after bending test remains a discharge capacity of 149 mAh g-1 after 100 cycles at 1 C, and the corresponding capacity retentions is 76%. The excellent electrochemical performance and high flexibility can be ascribed to the framework formed by CNTs with high conductivity and NFCs with good mechanical properties. The results imply that the as-fabricated electrode can be a promising candidate for the flexible LIBs.",Frontiers in Chemistry,2019,"Li, Y. et al.",Renheng Wang,Renheng Wang,https://www.frontiersin.org/articles/10.3389/fchem.2019.00555/pdf,cc-by-4.0,sentence,"After 100 cycles at 1 C, the LLOs/CNTs/NFCs electrode delivered a discharge capacity of 149 mAh g-1, the corresponding capacity retentions was 76%, and the coulombic efficiency keeped nearly 100%.",specific_capacity,149,discharge,none,cycle_n,100,Li(Li0.2Ni0.13Co0.13Mn0.54)O2,LRLO,LLOs/CNTs/NFCs electrode,CNTs/NFCs; bent 50 times,polycrystalline,1,,not_reported,2,4.6,not_reported,,half cell,not_reported,Li metal,,not_reported,LiPF6,1,EC/DMC/EMC (1:1:1 by volume),not_reported,1 M LiPF6 in EC/DMC/EMC (1:1:1 by volume),NFCs,,CNT,,80,8:1:1,ethanol,not_reported,not_reported,,,solid state reaction
nmc-1936,v2,10.1149/1945-7111/abe5e6,"Comparative Evaluation of LMR-NCM and NCA Cathode Active Materials in Multilayer Lithium-Ion Pouch Cells: Part II. Rate Capability, Long-Term Stability, and Thermal Behavior","A lithium- and manganese-rich layered transition metal oxide-based cathode active material (LMR-NCM) with a reversible capacity of 250 mAh g-1 vs graphite is compared to an established NCA/graphite combination in multilayer lithium-ion pouch cells with a capacity of 5.5 Ah at a 1C discharge rate. The production of the cells, the electrode characterization as well as the formation is described in Part I of this study. In Part II, the two cell types are evaluated for their rate capability and their long-term stability. The specific capacity of the LMR-NCM pouch cells is ≈30% higher in comparison to the NCA pouch cells. However, due to the lower mean discharge voltage of LMR-NCM, the energy density on the cell level is only 11% higher. At higher discharge currents, a pronounced heat generation of the LMR-NCM pouch cells was observed, which is ascribed to the LMR-NCM voltage hysteresis and is only detectable in large-format cells. The cycling stability of the LMR-NCM cells is somewhat inferior due to their faster capacity and voltage fading, likely also related to electrolyte oxidation. This results in a lower energy density on the cell level after 210 cycles compared to the NCA pouch cells.",Journal of The Electrochemical Society,2021,"Kraft, L. et al.",Andreas Jossen,Ludwig Kraft,https://iopscience.iop.org/article/10.1149/1945-7111/abe5e6/pdf,cc-by-4.0,sentence,"The LMR-NCM cells exhibited a specific capacity of 235 mAh g-1 for low discharge currents ≤ C/5, which amounted to a 30% increase compared to the 180 mAh g-1 of the NCA cells.",specific_capacity,235,discharge,none,first_cycle,1,Li1.14(Ni0.26Co0.14Mn0.6)0.86O2,LRLO,LMR-NCM,not_reported,not_reported,,,not_reported,2,4.6,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,FEC:DEC:co-solvent,2 wt% of a proprietary additive,"1 M LiPF6 in a 12:64:24 (by volume) mixture of FEC:DEC:co-solvent and 2 wt% of a proprietary additive, BASF, Germany",PVDF,3.5,"Super-C65, Timcal, Switzerland",4,92.5,92.5:4:3.5,not_reported,Al foil,11.7,11.7,false,not_reported
nmc-1937,v2,10.1149/1945-7111/abe5e6,"Comparative Evaluation of LMR-NCM and NCA Cathode Active Materials in Multilayer Lithium-Ion Pouch Cells: Part II. Rate Capability, Long-Term Stability, and Thermal Behavior","A lithium- and manganese-rich layered transition metal oxide-based cathode active material (LMR-NCM) with a reversible capacity of 250 mAh g-1 vs graphite is compared to an established NCA/graphite combination in multilayer lithium-ion pouch cells with a capacity of 5.5 Ah at a 1C discharge rate. The production of the cells, the electrode characterization as well as the formation is described in Part I of this study. In Part II, the two cell types are evaluated for their rate capability and their long-term stability. The specific capacity of the LMR-NCM pouch cells is ≈30% higher in comparison to the NCA pouch cells. However, due to the lower mean discharge voltage of LMR-NCM, the energy density on the cell level is only 11% higher. At higher discharge currents, a pronounced heat generation of the LMR-NCM pouch cells was observed, which is ascribed to the LMR-NCM voltage hysteresis and is only detectable in large-format cells. The cycling stability of the LMR-NCM cells is somewhat inferior due to their faster capacity and voltage fading, likely also related to electrolyte oxidation. This results in a lower energy density on the cell level after 210 cycles compared to the NCA pouch cells.",Journal of The Electrochemical Society,2021,"Kraft, L. et al.",Andreas Jossen,Ludwig Kraft,https://iopscience.iop.org/article/10.1149/1945-7111/abe5e6/pdf,cc-by-4.0,sentence,"The LMR-NCM cells exhibited a specific capacity of 235 mAh g-1 for low discharge currents ≤ C/5, which amounted to a 30% increase compared to the 180 mAh g-1 of the NCA cells.",specific_capacity,180,discharge,none,first_cycle,1,LiNi0.81Co0.15Al0.04O2,NCA,NCA,not_reported,not_reported,,,not_reported,3,4.3,not_reported,,full cell,full cell,graphite,25,25,LiPF6,1,EC:DEC,2 wt% vinylene carbonate (VC),"EC:DEC based electrolyte (1 M LiPF6 in a 3:7 (by weight) mixture of EC:DEC and 2 wt% vinylene carbonate (VC), BASF, Germany)",PVDF,3.5,"Super-C65, Timcal, Switzerland",4,92.5,92.5:4:3.5,not_reported,Al foil,13.0,13,false,not_reported
nmc-1938,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"As shown in Figure 6a, U- NCMA(0.14) and NCMA(0.14) exhibits relatively high initial discharge capacities of 209.3 and 204.0 mAh g-1, respectively.",specific_capacity,209.3,discharge,initial,first_cycle,1,not_reported,other,U-NCMA(0.14),"Al, 0.14 mol%",polycrystalline,0.1,,not_reported,3,4.3,not_reported,,half cell,half cell,Li metal,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1939,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"As shown in Figure 6a, U- NCMA(0.14) and NCMA(0.14) exhibits relatively high initial discharge capacities of 209.3 and 204.0 mAh g-1, respectively.",specific_capacity,204.0,discharge,initial,first_cycle,1,not_reported,other,NCMA(0.14),"Al, 0.14 mol%",polycrystalline,0.1,,not_reported,3,4.3,not_reported,,half cell,half cell,Li metal,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1940,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"In contrast, U- NCMA(1.6) and NCMA(1.6) deliver lower initial capacities of 186.3 and 192.3 mAh g-1, which can be attributed to the increased content of electrochemically inactive Al species.",specific_capacity,186.3,discharge,initial,first_cycle,1,not_reported,other,U-NCMA(1.6),"Al, 1.6 mol%",polycrystalline,0.1,,not_reported,3,4.3,not_reported,,half cell,half cell,Li metal,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1941,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"In contrast, U- NCMA(1.6) and NCMA(1.6) deliver lower initial capacities of 186.3 and 192.3 mAh g-1, which can be attributed to the increased content of electrochemically inactive Al species.",specific_capacity,192.3,discharge,initial,first_cycle,1,not_reported,other,NCMA(1.6),"Al, 1.6 mol%",polycrystalline,0.1,,not_reported,3,4.3,not_reported,,half cell,half cell,Li metal,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1942,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"U- NCMA(1.6) exhibits the most superior capacity retention among all the CAMs, delivering 84.66 mAh g-1 after 500 cycles with a retention of 65.03%, whereas U- NCMA(0.14) demonstrates deteriorated performance, maintaining 61.14 mAh g-1 and 42.84% retention.",specific_capacity,84.66,not_reported,none,cycle_n,500,not_reported,other,U-NCMA(1.6),"Al, 1.6 mol%",polycrystalline,2,,not_reported,2.8,4.2,not_reported,,full cell,full cell,not_reported,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1943,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"U- NCMA(1.6) exhibits the most superior capacity retention among all the CAMs, delivering 84.66 mAh g-1 after 500 cycles with a retention of 65.03%, whereas U- NCMA(0.14) demonstrates deteriorated performance, maintaining 61.14 mAh g-1 and 42.84% retention.",specific_capacity,61.14,not_reported,none,cycle_n,500,not_reported,other,U-NCMA(0.14),"Al, 0.14 mol%",polycrystalline,2,,not_reported,2.8,4.2,not_reported,,full cell,full cell,not_reported,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
nmc-1944,v2,10.1002/eom2.70055,Functional Utilization of Aluminum Impurity in Upcycling Li-Ion Battery Cathode Scrap to Ni-Rich LiNiCoMnAlO 2,"ABSTRACT The rapid growth of the lithium-ion battery (LIB) market has led to a surge in cathode-scrap generation, emphasizing the urgent need for resource-efficient and environmentally responsible recycling strategies. While conventional recycling flowsheets effectively recover valuable metals, they typically involve multistep purification to remove Al originating from the cathode current collector. This process often poses technical and environmental challenges, such as managing large volumes of acidic wastewater and the continuous requirement for additional chemical reagents. Herein, a sustainable upcycling route is demonstrated that reutilizes the Al impurity as a functional dopant in Li[Ni 0.9 Co 0.05 Mn 0.05 ] 1-x Al x O 2 (NCMA), eliminating the need for dedicated Al-removal and external Al sources. By applying mild-acid leaching to Li[Ni 0.6 Co 0.1 Mn 0.3 ]O 2 (NCM613) scrap, the residual Al content in the leachate is tuned and directly utilized during co-precipitation and calcination, completing a closed material loop. This approach not only reduces wastewater discharge and chemical consumption but also simplifies the overall recycling process. The resulting upcycled NCMA cathodes exhibit balanced electrochemical performance, retaining 65% of their initial capacity after 500 cycles while maintaining high-rate capability. These results highlight that impurity-derived Al, when properly managed, can serve as a sustainable dopant, transforming a contaminant into a resource. The developed process exemplifies a circular, low-waste strategy that aligns with next-generation green manufacturing and EU battery regulation frameworks by minimizing secondary waste streams and eliminating the need for virgin Al reagents. image",EcoMat,2026,"Lee, S. et al.",Kyungjung Kwon,Sookyung Kim,https://doi.org/10.1002/eom2.70055,cc-by-4.0,sentence,"A similar trend is observed in the pristine counterparts, where NCMA(1.6) delivers 83.73 mAh g-1 with 61.64% retention, while NCMA(0.14) achieves 48.36 mAh g-1 with 34.65% retention.",specific_capacity,83.73,not_reported,none,cycle_n,500,not_reported,other,NCMA(1.6),"Al, 1.6 mol%",polycrystalline,2,,not_reported,2.8,4.2,not_reported,,full cell,full cell,not_reported,25,25,LiPF6,1,"EC:EMC = 3:7, v/v",not_reported,"1 M LiPF6 dissolved in a mixture of ethylene carbonate and ethyl methyl carbonate (EC:EMC = 3:7, v/v)",PVDF,2,Super P,3,95,95:2:3,NMP,Al foil,8-9,8.5,true,not_reported
